chapter_id,scene_id,subsection,sequence,record_type,speaker,delivery_mode,text,background,environment,bgm,sfx,time_cue,direction
CH03,Scene05,,33,narration,,,かなこはスマートフォンの履歴を上へ送る。,,,,,,
CH03,Scene05,,34,narration,,,手話の練習を始めた日の記録はない。,,,,,,
CH03,Scene05,,35,narration,,,たけしが支援所へ戻ると約束した文章もない。,,,,,,
CH03,Scene05,,36,narration,,,連絡は、作業表と確認票についての短いものだけになっている。,,,,,,
CH03,Scene05,,37,narration,,,覚えているのは、かなこだけだった。,,,,,,
CH03,Scene05,,38,narration,,,日記を開く。,,,,,,
CH03,Scene05,,39,direction,,written,「明日のたけしが、もう音に苦しまなくてすみますように。」,,,,,,日記：「明日のたけしが、もう音に苦しまなくてすみますように。」
CH03,Scene05,,40,narration,,,昨夜書いた一行は消えていない。,,,,,,
CH03,Scene05,,41,narration,,,この一行が変えたとは証明できない。,,,,,,
CH03,Scene05,,42,narration,,,それでも、別のことを書けば戻るかもしれないと思う。,,,,,,
CH03,Scene05,,43,narration,,,笑い方を。,,,,,,
CH03,Scene05,,44,narration,,,手話を覚えた理由を。,,,,,,
CH03,Scene05,,45,narration,,,かなこを気にかけていた時間を。,,,,,,
CH03,Scene05,,46,narration,,,戻すために書くことは、変えることと何が違うのか。,,,,,,
CH03,Scene05,,47,narration,,,空白ページへペンを置く。,,,,,,
CH03,Scene05,,48,direction,,,,,,,,,分岐セーブ：分岐セーブ2「変わったたけしを前にして」
CH03,Scene05,,49,direction,,,これ以上は書かない,,,,,,選択肢：CH3_CHOICE_02_STOP／これ以上は書かない／接続先：Scene06
CH03,Scene05,,50,direction,,,もう一度書き直す,,,,,,選択肢：CH3_CHOICE_02_REWRITE／もう一度書き直す／接続先：Scene07
CH03,Scene05,,51,direction,,,,,,,,,分岐：選択結果に応じてScene06またはScene07へ移動
CH03,Scene06,,1,direction,,,,,,,,,分岐復帰：CH3_CHOICE_02_STOP
CH03,Scene06,,2,time_cue,,,,,,,,翌日・昼,時間経過：翌日・昼
CH03,Scene06,,3,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,背景：支援所作業室・昼／素材ID：BG_SC03_SUPPORT_CENTER_WORKROOM_DAY
CH03,Scene06,,4,environment,,,,,ENV_UNIVERSITY_CLASSROOM,,,,環境音：人の少ない支援所作業音／候補素材ID：ENV_UNIVERSITY_CLASSROOM
CH03,Scene06,,5,bgm,,,,,,BGM_SC02_AFTER_DISASTER_SILENCE,,,BGM：改変後の停滞と虚無／候補素材ID：BGM_SC02_AFTER_DISASTER_SILENCE／低音量
CH03,Scene06,,6,narration,,,かなこは日記を鞄の奥へ入れ、支援所へ来る。,,,,,,
CH03,Scene06,,7,narration,,,二度目のページは白いままだった。,,,,,,
CH03,Scene06,,8,narration,,,昨日と同じ時間に、たけしが受付へ書類を持ってくる。,,,,,,
CH03,Scene06,,9,dialogue,たけし,spoken,「昨日は、時間を取らせてしまってすみません」,,,,,,
CH03,Scene06,,10,dialogue,かなこ,written,「こちらこそ、引き止めてすみません」,,,,,,
CH03,Scene06,,11,dialogue,たけし,spoken,「では、これで」,,,,,,
CH03,Scene06,,12,narration,,,かなこは、手話を使わない。,,,,,,
CH03,Scene06,,13,narration,,,たけしも、昨日と同じように浅く頭を下げる。,,,,,,
CH03,Scene06,,14,narration,,,音への反応も、二人の距離も戻っていない。,,,,,,
CH03,Scene06,,15,narration,,,たけしは大学へ向かい、かなこは受付へ残る。,,,,,,
CH03,Scene06,,16,direction,,,,,,,,,画面演出：メッセージ履歴を表示
CH03,Scene06,,17,narration,,,返事を求めない一通は、やはり見当たらない。,,,,,,
CH03,Scene06,,18,narration,,,たけしの「今はまだ、行けません」という返信もない。,,,,,,
CH03,Scene06,,19,narration,,,新しい朝を迎えても、最初の改変は解除されなかった。,,,,,,
CH03,Scene06,,20,narration,,,かなこだけが、消えた返信の内容と、それを書いたたけしのことを覚えている。,,,,,,
CH03,Scene06,,21,direction,,,,,,,,,画面演出：短い暗転
CH03,Scene06,,22,time_cue,,,,,,,,同日・夕方,時間経過：同日・夕方
CH03,Scene06,,23,background,,,,BG_CH2_ANTIQUE_SHOP_INTERIOR_EVENING,,,,,背景：骨董品店内・夕方／素材ID：BG_CH2_ANTIQUE_SHOP_INTERIOR_EVENING
CH03,Scene06,,24,environment,,,,,停止,,,,環境音：停止／骨董品店内はBGMのみ
CH03,Scene06,,25,narration,,,かなこは日記を紙袋から出し、店主の前へ置く。,,,,,,
CH03,Scene06,,26,narration,,,店主は表紙を見て、値札の跡を確かめる。,,,,,,
CH03,Scene06,,27,dialogue,骨董品店の店主,spoken,「先日の帳面ですね。何か傷んでいましたか」,,,,,,
CH03,Scene06,,28,dialogue,かなこ,written,「ここへ置いてもらえますか」,,,,,,
CH03,Scene06,,29,dialogue,骨董品店の店主,spoken,「返品なら、古い品なので返金はできませんよ」,,,,,,
CH03,Scene06,,30,dialogue,かなこ,written,「かまいません」,,,,,,
CH03,Scene06,,31,narration,,,店主は理由を尋ねず、日記を帳面の箱へ戻す。,,,,,,
CH03,Scene06,,32,dialogue,かなこ,written,「前の持ち主について、分かることはありませんか」,,,,,,
CH03,Scene06,,33,dialogue,骨董品店の店主,spoken,「仕入れたときから、名前はありませんでした。それ以上は分かりません」,,,,,,
CH03,Scene06,,34,narration,,,かなこは、それ以上は尋ねない。,,,,,,
CH03,Scene06,,35,narration,,,店主は、日記をほかの帳面と分けようとしない。,,,,,,
CH03,Scene06,,36,narration,,,閉じた日記が、ほかの帳面の間へ収まる。,,,,,,
CH03,Scene06,,37,direction,,,,,,,,,画面演出：短い暗転
CH03,Scene06,,38,background,,,,BG_CH2_ANTIQUE_SHOP_EXTERIOR_EVENING,,,,,背景：街外れの骨董品店外観・夕方／素材ID：BG_CH2_ANTIQUE_SHOP_EXTERIOR_EVENING
CH03,Scene06,,39,bgm,,,,,,停止,,,BGM：改変後の停滞と虚無／フェードアウト
CH03,Scene06,,40,narration,,,店を出てから、かなこはスマートフォンを開く。,,,,,,
CH03,Scene06,,41,narration,,,履歴は変わっていない。,,,,,,
CH03,Scene06,,42,narration,,,日記を返しても、たけしの記憶は戻らない。,,,,,,
CH03,Scene06,,43,narration,,,支援所で過ごした時間も、手話を覚えた理由も戻らない。,,,,,,
CH03,Scene06,,44,narration,,,道の向こうを、たけしが歩いている。,,,,,,
CH03,Scene06,,45,narration,,,かなこは追わない。,,,,,,
CH03,Scene06,,46,narration,,,同じ方向へも進まない。,,,,,,
CH03,Scene06,,47,narration,,,元のたけしと二人の関係を覚えているのは、かなこだけだった。,,,,,,
CH03,Scene06,,48,direction,,,,,,,,,画面演出：ゆっくり暗転
CH03,Scene06,,49,direction,,,BAD END,,,,,,エンド表示：BAD END
CH03,Scene06,,50,direction,,,叶った願い,,,,,,エンドタイトル：叶った願い
CH03,Scene06,,51,chapter_end,,,第三章終了,,,,,,第三章終了：BAD END A
CH03,Scene07,,1,direction,,,,,,,,,分岐復帰：CH3_CHOICE_02_REWRITE
CH03,Scene07,,2,background,,,,BG_CH3_KANAKO_APARTMENT_DESK_NIGHT,,,,,背景：かなこの自宅・机・夜／素材ID：BG_CH3_KANAKO_APARTMENT_DESK_NIGHT
CH03,Scene07,,3,environment,,,,,停止,,,,環境音：停止
CH03,Scene07,,4,bgm,,,,,,BGM_SC04_AUDIO_DISTURBANCE,,,BGM：書き換えの反復／候補素材ID：BGM_SC04_AUDIO_DISTURBANCE／低音量
CH03,Scene07,,5,narration,,,かなこは、昨夜の一文の下へ新しい日付を書く。,,,,,,
CH03,Scene07,,6,narration,,,元へ戻すためだと、何度も確かめる。,,,,,,
CH03,Scene07,,7,narration,,,支配したいのではない。,,,,,,
CH03,Scene07,,8,narration,,,失われたものを、元の場所へ戻したいだけだった。,,,,,,
CH03,Scene07,,9,direction,,written,「前と同じように、笑って……」,,,,,,日記の追記：「前と同じように、笑って……」
CH03,Scene07,,10,narration,,,文章の後半は、かなこの手元で隠す。,,,,,,
CH03,Scene07,,11,direction,,,,,,,,,画面演出：暗転
CH03,Scene07,,12,time_cue,,,,,,,,翌日,日付表示：翌日
CH03,Scene07,,13,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,背景：支援所作業室・昼／素材ID：BG_SC03_SUPPORT_CENTER_WORKROOM_DAY
CH03,Scene07,,14,narration,,,たけしは、かなこを見ると笑う。,,,,,,
CH03,Scene07,,15,narration,,,以前より長く、相手の反応を待つような笑い方だった。,,,,,,
CH03,Scene07,,16,dialogue,かなこ,sign,「覚えていますか」,,,,,,
CH03,Scene07,,17,dialogue,たけし,spoken,「何をですか」,,,,,,
CH03,Scene07,,18,narration,,,笑顔だけが残り、問いの意味は届いていない。,,,,,,
CH03,Scene07,,19,direction,,,,,,,,,画面演出：暗転
CH03,Scene07,,20,background,,,,BG_CH3_KANAKO_APARTMENT_DESK_NIGHT,,,,,背景：かなこの自宅・机・夜／素材ID：BG_CH3_KANAKO_APARTMENT_DESK_NIGHT
CH03,Scene07,,21,narration,,,かなこは、足りなかった部分を考える。,,,,,,
CH03,Scene07,,22,narration,,,笑うだけでは、以前のたけしではない。,,,,,,
CH03,Scene07,,23,direction,,written,「私を忘れず……」,,,,,,日記の追記：「私を忘れず……」
CH03,Scene07,,24,direction,,,,,,,,,画面演出：暗転
CH03,Scene07,,25,time_cue,,,,,,,,さらに翌日,日付表示：さらに翌日
CH03,Scene07,,26,background,,,,BG_SC04_QUIET_MEETING_ROOM_DAY,,,,,背景：支援所内の静かな部屋・昼／素材ID：BG_SC04_QUIET_MEETING_ROOM_DAY
CH03,Scene07,,27,dialogue,たけし,spoken,「かなこさんのことを、忘れるわけがないですよ」,,,,,,
CH03,Scene07,,28,narration,,,かなこが理由を尋ねると、たけしは答えるまでに少し時間を置く。,,,,,,
CH03,Scene07,,29,dialogue,たけし,spoken,「前から、よく話していましたよね」,,,,,,
CH03,Scene07,,30,narration,,,手話を覚えたことには触れない。,,,,,,
CH03,Scene07,,31,narration,,,支援所で一緒に作業したときの話も、具体的には続かない。,,,,,,
CH03,Scene07,,32,narration,,,かなこはスマートフォンを開く。,,,,,,
CH03,Scene07,,33,narration,,,二人の履歴には、かなこから送った短い連絡だけが並んでいる。,,,,,,
CH03,Scene07,,34,narration,,,たけしからの返信は、すべて同じ丁寧な調子に変わっていた。,,,,,,
CH03,Scene07,,35,direction,,,,,,,,,画面演出：暗転
CH03,Scene07,,36,background,,,,BG_CH3_KANAKO_APARTMENT_DESK_NIGHT,,,,,背景：かなこの自宅・机・夜／素材ID：BG_CH3_KANAKO_APARTMENT_DESK_NIGHT
CH03,Scene07,,37,narration,,,かなこは、以前のたけしなら自分から返していたと思う。,,,,,,
CH03,Scene07,,38,narration,,,次の一文は、過去を戻す言葉ではなくなる。,,,,,,
CH03,Scene07,,39,direction,,written,「一人にしないで……」,,,,,,日記の追記：「一人にしないで……」
CH03,Scene07,,40,direction,,,,,,,,,画面演出：暗転
CH03,Scene07,,41,time_cue,,,,,,,,数日後,日付表示：数日後
CH03,Scene07,,42,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,背景：支援所作業室・昼／素材ID：BG_SC03_SUPPORT_CENTER_WORKROOM_DAY
CH03,Scene07,,43,narration,,,たけしは大学の予定を断り、かなこの受付が終わるまで待っている。,,,,,,
CH03,Scene07,,44,dialogue,支援所職員,spoken,「たけしさん、今日は作業ではないんですか」,,,,,,
CH03,Scene07,,45,dialogue,たけし,spoken,「かなこさんを待っています」,,,,,,
CH03,Scene07,,46,dialogue,支援所職員,spoken,「かなこさんは、まだ案内がありますよ」,,,,,,
CH03,Scene07,,47,dialogue,たけし,spoken,「大丈夫です。ほかの予定は変えましたから」,,,,,,
CH03,Scene07,,48,narration,,,かなこが望んだ言葉に近い。,,,,,,
CH03,Scene07,,49,narration,,,けれど、以前のたけしが守ろうとしていた大学や役割は、ためらいなく後ろへ置かれている。,,,,,,
CH03,Scene07,,50,dialogue,かなこ,written,「待たなくても大丈夫です」,,,,,,
CH03,Scene07,,51,dialogue,たけし,spoken,「でも、あなたを一人にしない方がいいでしょう」,,,,,,
CH03,Scene07,,52,narration,,,たけしは、それが自分の望みかを尋ねない。,,,,,,
CH03,Scene07,,53,narration,,,かなこも、自分がそう書いたことから目をそらす。,,,,,,
CH03,Scene07,,54,direction,,,,,,,,,画面演出：短い暗転
CH03,Scene07,,55,background,,,,BG_CH3_KANAKO_APARTMENT_DESK_NIGHT,,,,,背景：かなこの自宅・机・夜／素材ID：BG_CH3_KANAKO_APARTMENT_DESK_NIGHT
CH03,Scene07,,56,narration,,,日記のページには、短い追記が重なっている。,,,,,,
CH03,Scene07,,57,narration,,,前のたけしへ戻すための文と、かなこが望むたけしにする文の境目が見えない。,,,,,,
CH03,Scene07,,58,narration,,,スマートフォンから、手話を練習した日の履歴が消えている。,,,,,,
CH03,Scene07,,59,narration,,,支援所の作業表から、二人が同じ時間にいた記録も消えている。,,,,,,
CH03,Scene07,,60,narration,,,たけしが支援所へ来た理由は、書類を届けるためだったことになっている。,,,,,,
CH03,Scene07,,61,narration,,,かなこと話すために手話を覚えた経緯は、最初から存在しない。,,,,,,
CH03,Scene07,,62,narration,,,かなこだけが、存在しなくなった順序を覚えている。,,,,,,
CH03,Scene07,,63,narration,,,その記憶を確かめる相手は、もういない。,,,,,,
CH03,Scene07,,64,direction,,,,,,,,,画面演出：Scene01と同じ斜光で筆圧を表示
CH03,Scene07,,65,narration,,,「一か月より前は」という溝が、一瞬だけ見える。,,,,,,
CH03,Scene07,,66,narration,,,明かりを動かすと、読めなくなる。,,,,,,
CH03,Scene07,,67,narration,,,かなこは日付を数えない。,,,,,,
CH03,Scene07,,68,narration,,,二人が支援所で出会うより前から書き換えれば、最初から正しくできると思う。,,,,,,
CH03,Scene07,,69,direction,,written,「たけしが私と出会う前から、私を――」,,,,,,日記の追記：「たけしが私と出会う前から、私を――」
CH03,Scene07,,70,narration,,,ペン先は、かなこの手の陰で行の先へ進む。,,,,,,
CH03,Scene07,,71,bgm,,,,,,停止,,,BGM：停止
CH03,Scene07,,72,direction,,,,,,,,,画面演出：長めの暗転
CH03,Scene07,,73,time_cue,,,,,,,,翌日,日付表示：翌日
CH03,Scene07,,74,background,,,,BG_CH3_KANAKO_APARTMENT_DESK_NIGHT,,,,,背景：かなこの自宅・机・昼／素材ID：BG_CH3_KANAKO_APARTMENT_DESK_NIGHT／私物を非表示
CH03,Scene07,,75,narration,,,机の上に、かなこの便箋はない。,,,,,,
CH03,Scene07,,76,narration,,,スマートフォンも、支援所の予定表もない。,,,,,,
CH03,Scene07,,77,narration,,,机の周りには、かなこの名前が記されたものが一つもない。,,,,,,
CH03,Scene07,,78,narration,,,部屋は、最初から誰も使っていなかったように静まり返っている。,,,,,,
CH03,Scene07,,79,narration,,,窓の外では、いつもと変わらない街が動いている。,,,,,,
CH03,Scene07,,80,narration,,,かなこは、この世界から消えてしまった。,,,,,,
CH03,Scene07,,81,direction,,,,,,,,,画面演出：暗転
CH03,Scene07,,82,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,背景：支援所作業室・昼／素材ID：BG_SC03_SUPPORT_CENTER_WORKROOM_DAY
CH03,Scene07,,83,environment,,,,,ENV_UNIVERSITY_CLASSROOM,,,,環境音：人の少ない支援所作業音／候補素材ID：ENV_UNIVERSITY_CLASSROOM
CH03,Scene07,,84,narration,,,支援所職員が、受付の作業表を確認する。,,,,,,
CH03,Scene07,,85,narration,,,かなこの名前は、どの欄にもない。,,,,,,
CH03,Scene07,,86,narration,,,たけしは作業台の前で、書類を一枚受け取る。,,,,,,
CH03,Scene07,,87,dialogue,支援所職員,spoken,「こちらへ署名をお願いします」,,,,,,
CH03,Scene07,,88,dialogue,たけし,spoken,「分かりました」,,,,,,
CH03,Scene07,,89,narration,,,署名を終え、空いている椅子へ一瞬だけ目を向ける。,,,,,,
CH03,Scene07,,90,dialogue,支援所職員,spoken,「そこ、使いますか」,,,,,,
CH03,Scene07,,91,dialogue,たけし,spoken,「いえ。何でもありません」,,,,,,
CH03,Scene07,,92,narration,,,たけしは、なぜ見たのかを覚えていない。,,,,,,
CH03,Scene07,,93,narration,,,音への苦しみも、かなこと出会った痕跡も、現在の生活には残っていない。,,,,,,
CH03,Scene07,,94,direction,,,,,,,,,画面演出：短い暗転
CH03,Scene07,,95,background,,,,BG_CH2_ANTIQUE_SHOP_INTERIOR_EVENING,,,,,背景：骨董品店内・夕方／素材ID：BG_CH2_ANTIQUE_SHOP_INTERIOR_EVENING
CH03,Scene07,,96,narration,,,古い帳面をまとめた箱に、布張りの日記が一冊ある。,,,,,,
CH03,Scene07,,97,narration,,,表紙に名前はない。,,,,,,
CH03,Scene07,,98,narration,,,誰も手に取らないまま、ほかの帳面の間で閉じている。,,,,,,
CH03,Scene07,,99,narration,,,日記に、そう選ぶよう仕向けられていたのか。,,,,,,
CH03,Scene07,,100,narration,,,それとも、かなこ自身が望む方を選び続けていたのか。,,,,,,
CH03,Scene07,,101,narration,,,答えを示す文字はない。,,,,,,
CH03,Scene07,,102,direction,,,,,,,,,画面演出：ゆっくり暗転
CH03,Scene07,,103,direction,,,BAD END,,,,,,エンド表示：BAD END
CH03,Scene07,,104,direction,,,理想のたけし,,,,,,エンドタイトル：理想のたけし
CH03,Scene07,,105,chapter_end,,,第三章終了,,,,,,第三章終了：BAD END B
