chapter_id,scene_id,subsection,sequence,record_type,speaker,delivery_mode,text,background,environment,bgm,sfx,time_cue,direction
CH02,Scene07,,24,narration,,,残ったページは、ほとんど白紙だった。,,,,,,
CH02,Scene07,,25,dialogue,かなこ,written,「中は使っても大丈夫ですか」,,,,,,
CH02,Scene07,,26,dialogue,店主,spoken,「白いところなら。古い帳面なので、そのまま売っています」,,,,,,
CH02,Scene07,,27,dialogue,かなこ,written,「持ち主の名前はありませんか」,,,,,,
CH02,Scene07,,28,dialogue,店主,spoken,「見当たりませんね。仕入れたときから、その状態です」,,,,,,
CH02,Scene07,,29,narration,,,店主は特別な品物として扱わず、ほかの帳面と同じ場所へ戻そうとする。,,,,,,
CH02,Scene07,,30,narration,,,かなこは、白紙の厚さをもう一度確かめる。,,,,,,
CH02,Scene07,,31,narration,,,書き直した言葉を、急かさず残しておける。,,,,,,
CH02,Scene07,,32,dialogue,かなこ,written,「これにします」,,,,,,
CH02,Scene07,,33,narration,,,店主は値札を確認し、紙袋へ入れる。,,,,,,
CH02,Scene07,,34,narration,,,かなこは開いたページを閉じ、表紙を撫でる。,,,,,,
CH02,Scene07,,35,narration,,,ただ古い日記が、一冊あるだけだった。,,,,,,
CH02,Scene07,,36,narration,,,かなこは紙袋を受け取り、店を出る。,,,,,,
CH02,Scene07,,37,background,,,,BG_CH2_ANTIQUE_SHOP_EXTERIOR_EVENING,,,,,
CH02,Scene07,,38,narration,,,夕方の道で、袋の中の重さを確かめる。,,,,,,
CH02,Scene07,,39,narration,,,今日はまだ、何も書かない。,,,,,,
CH02,Scene07,,40,narration,,,たけしに渡すとき、何と言うかは帰ってからゆっくり考える。,,,,,,
CH02,Scene07,,41,direction,,,,,,,,,暗転
CH02,Scene07,,42,chapter_end,,,第二章終了,,,,,,
