chapter_id,scene_id,subsection,sequence,record_type,speaker,delivery_mode,text,background,environment,bgm,sfx,time_cue,direction
CH01,Scene04,Scene04-D,116,narration,,,かなこが奥から近づくと、たけしはすぐに空いた箱へ手を伸ばす。,,,,,,
CH01,Scene04,Scene04-D,117,dialogue,たけし,spoken,「遅くなりました。どれを運べばいいですか」,,,,,,
CH01,Scene04,Scene04-D,118,dialogue,支援所職員,spoken,「顔色がよくないよ。少し座ったら？」,,,,,,
CH01,Scene04,Scene04-D,119,dialogue,たけし,spoken,「走ってきただけです。できます」,,,,,,
CH01,Scene04,Scene04-D,120,narration,,,箱を持ち上げる。,,,,,,
CH01,Scene04,Scene04-D,121,narration,,,底が腕に触れた瞬間、身体が小さく揺れ、かなこが箱の反対側を押さえる。,,,,,,
CH01,Scene04,Scene04-D,122,dialogue,かなこ,written,「さっきから、音がするたび見てる」,,,,,,
CH01,Scene04,Scene04-D,123,dialogue,たけし,written,「何でもないです」,,,,,,
CH01,Scene04,Scene04-D,124,dialogue,かなこ,written,「昨日も同じだった」,,,,,,
CH01,Scene04,Scene04-D,125,narration,,,たけしは紙を返し、箱を持ち直す。,,,,,,
CH01,Scene04,Scene04-D,126,dialogue,たけし,spoken,「これ、向こうですね」,,,,,,
CH01,Scene04,Scene04-D,127,narration,,,かなこは箱から手を離さない。,,,,,,
CH01,Scene04,Scene04-D,128,narration,,,その視線の先で、支援所で何度か見かけた板垣先生が立ち上がる。,,,,,,
CH01,Scene04,Scene04-D,129,dialogue,板垣先生,spoken,「たけしくん。少しだけ、向こうで話せるかな」,,,,,,
CH01,Scene04,Scene04-D,130,dialogue,たけし,spoken,「作業が残っています」,,,,,,
CH01,Scene04,Scene04-D,131,dialogue,板垣先生,spoken,「それは私たちで引き継げる。音の少ない部屋で、五分だけ」,,,,,,
CH01,Scene04,Scene04-D,132,narration,,,かなこが箱を受け取ろうと両手を伸ばす。,,,,,,
CH01,Scene04,Scene04-D,133,narration,,,たけしは、すぐには渡さない。,,,,,,
CH01,Scene04,Scene04-D,134,narration,,,箱がなくなれば、自分の手に何も残らない気がした。,,,,,,
CH01,Scene04,Scene04-D,135,dialogue,板垣先生,spoken,「戻れるかどうかを決めるための五分にしよう」,,,,,,
CH01,Scene04,Scene04-D,136,narration,,,たけしは箱を机へ置く。,,,,,,
CH01,Scene04,Scene04-D,137,narration,,,かなこはメモ用紙へ何かを書き、たけしに見せる。,,,,,,
CH01,Scene04,Scene04-D,138,dialogue,かなこ,written,「ここで待ってる」,,,,,,
CH01,Scene04,Scene04-D,139,narration,,,たけしは紙から目をそらし、板垣先生の後に続く。,,,,,,
CH01,Scene04,Scene04-D,140,background,,,,BG_SC04_QUIET_MEETING_ROOM_DAY,,,,,
CH01,Scene04,Scene04-D,141,bgm,,,,,,停止,,,
CH01,Scene04,Scene04-D,142,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_FOOTSTEPS,,,,
CH01,Scene04,Scene04-D,143,narration,,,板垣先生は扉を完全には閉めず、外の音が弱くなる位置で椅子を引く。,,,,,,
CH01,Scene04,Scene04-D,144,dialogue,板垣先生,spoken,「ここなら、少し話しやすい？」,,,,,,
CH01,Scene04,Scene04-D,145,dialogue,たけし,spoken,「さっきは、走ったから息が上がっただけです」,,,,,,
CH01,Scene04,Scene04-D,146,dialogue,板垣先生,spoken,「駅のほうから来たのかな」,,,,,,
CH01,Scene04,Scene04-D,147,dialogue,たけし,spoken,「……はい」,,,,,,
CH01,Scene04,Scene04-D,148,dialogue,板垣先生,spoken,「大きな音が、つらく感じることはある？」,,,,,,
CH01,Scene04,Scene04-D,149,narration,,,たけしは、遠い作業音へ目を向ける。,,,,,,
CH01,Scene04,Scene04-D,150,dialogue,たけし,spoken,「少し、大きく聞こえるだけです」,,,,,,
CH01,Scene04,Scene04-D,151,dialogue,板垣先生,spoken,「少しでも、今は作業から離れたほうがよさそうだ」,,,,,,
CH01,Scene04,Scene04-D,152,dialogue,たけし,spoken,「作業はできます」,,,,,,
CH01,Scene04,Scene04-D,153,dialogue,板垣先生,spoken,「できるかどうかだけじゃない。休むのが怖いように見える」,,,,,,
CH01,Scene04,Scene04-D,154,narration,,,たけしの膝の上で、指が固く組み合わさる。,,,,,,
CH01,Scene04,Scene04-D,155,dialogue,たけし,spoken,「困っても、分からないでしょう。聞こえ方なんて」,,,,,,
CH01,Scene04,Scene04-D,156,dialogue,板垣先生,spoken,「同じように分かるとは言えない」,,,,,,
CH01,Scene04,Scene04-D,157,narration,,,板垣先生は、急いで言葉を足さない。,,,,,,
CH01,Scene04,Scene04-D,158,narration,,,遠くで箱を動かす音がし、たけしの肩が動くのを見てから、静かに続ける。,,,,,,
CH01,Scene04,Scene04-D,159,dialogue,板垣先生,spoken,「でも、君がここを離れたくないことは分かる」,,,,,,
CH01,Scene04,Scene04-D,160,dialogue,たけし,spoken,「手が足りないんです」,,,,,,
CH01,Scene04,Scene04-D,161,dialogue,板垣先生,spoken,「今日の分は引き継げるよ」,,,,,,
CH01,Scene04,Scene04-D,162,dialogue,たけし,spoken,「だったら、僕がいなくても同じじゃないですか」,,,,,,
CH01,Scene04,Scene04-D,163,narration,,,言葉が口をついて出たあと、たけしは唇を閉じる。,,,,,,
CH01,Scene04,Scene04-D,164,dialogue,板垣先生,spoken,「休んだら、必要とされなくなる。それが怖い？」,,,,,,
CH01,Scene04,Scene04-D,165,dialogue,たけし,spoken,「先生には分かりません」,,,,,,
CH01,Scene04,Scene04-D,166,dialogue,板垣先生,spoken,「そうかもしれない。それでも今日は戻さない」,,,,,,
CH01,Scene04,Scene04-D,167,narration,,,責める声ではないからこそ、かえって逃げ道のない言葉に聞こえる。,,,,,,
CH01,Scene04,Scene04-D,168,dialogue,板垣先生,spoken,「作業を代われることと、君の代わりになれることは別だよ」,,,,,,
CH01,Scene04,Scene04-D,169,narration,,,たけしは答えない。,,,,,,
CH01,Scene04,Scene04-D,170,dialogue,板垣先生,spoken,「戻ってきてもいい場所は、ここにあるよ」,,,,,,
CH01,Scene04,Scene04-D,171,dialogue,たけし,spoken,「……僕には、ありません」,,,,,,
CH01,Scene04,Scene04-D,172,narration,,,かなこの顔が浮かぶが、すぐに胸の奥へ押し戻す。,,,,,,
CH01,Scene04,Scene04-D,173,narration,,,苦しいと伝えれば、かなこも休めと言い、明日の仕事は別の誰かがする。,,,,,,
CH01,Scene04,Scene04-D,174,narration,,,たけしは立ち上がる。,,,,,,
CH01,Scene04,Scene04-D,175,dialogue,たけし,spoken,「今日は帰ります」,,,,,,
CH01,Scene04,Scene04-D,176,dialogue,板垣先生,spoken,「うん。音の強い道は避けよう。必要なら、出口まで一緒に行く」,,,,,,
CH01,Scene04,Scene04-D,177,dialogue,たけし,spoken,「一人で帰れます」,,,,,,
CH01,Scene04,Scene04-D,178,narration,,,板垣先生は引き止めず、ゆっくりうなずく。,,,,,,
CH01,Scene04,Scene04-D,179,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH01,Scene04,Scene04-D,180,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_FOOTSTEPS,,,,
CH01,Scene04,Scene04-D,181,narration,,,かなこが入口近くの椅子で待っている。,,,,,,
CH01,Scene04,Scene04-D,182,narration,,,たけしに気づくと、立ち上がろうとする。,,,,,,
CH01,Scene04,Scene04-D,183,narration,,,たけしは片手で制し、正面に立つ。,,,,,,
CH01,Scene04,Scene04-D,184,dialogue,たけし,sign,「大丈夫」,,,,,,
CH01,Scene04,Scene04-D,185,narration,,,かなこは首を横に振る。,,,,,,
CH01,Scene04,Scene04-D,186,dialogue,かなこ,written,「今日は、帰る？」,,,,,,
CH01,Scene04,Scene04-D,187,dialogue,たけし,written,「帰ります。でも、明日は来ます」,,,,,,
CH01,Scene04,Scene04-D,188,narration,,,かなこはその文を、指でゆっくりなぞる。,,,,,,
CH01,Scene04,Scene04-D,189,dialogue,かなこ,written,「明日、来たら話す。ちゃんと」,,,,,,
CH01,Scene04,Scene04-D,190,dialogue,たけし,written,「仕事の前に？」,,,,,,
CH01,Scene04,Scene04-D,191,dialogue,かなこ,written,「仕事より前に」,,,,,,
CH01,Scene04,Scene04-D,192,narration,,,かなこは、逃がさないというように机の向かいの椅子を指す。,,,,,,
CH01,Scene04,Scene04-D,193,narration,,,たけしは返事の代わりに、小さく頭を下げる。,,,,,,
CH01,Scene04,Scene04-D,194,time_cue,,,,,,,,同日の夜,
CH01,Scene04,Scene04-D,195,background,,,,BG_SC01_TAKESHI_APARTMENT_NIGHT,,,,,
CH01,Scene04,Scene04-D,196,environment,,,,,ENV_CLOCK_TICKING+ENV_QUIET_ROOM,,,,
CH01,Scene04,Scene04-D,197,narration,,,机の上に、大学の教科書とアルバイトのシフト表が並んでいる。,,,,,,
CH01,Scene04,Scene04-D,198,narration,,,その横へ、支援所で教わった仕分けのメモを置く。,,,,,,
CH01,Scene04,Scene04-D,199,narration,,,大学にも行き、アルバイトにも戻り、支援所の明日の仕事も続けなければならない。,,,,,,
CH01,Scene04,Scene04-D,200,narration,,,全部を続けられるかは分からない。,,,,,,
CH01,Scene04,Scene04-D,201,narration,,,けれど、支援所へ行かないという選択だけはできなかった。,,,,,,
CH01,Scene04,Scene04-D,202,narration,,,たけしはスマートフォンの予定に、支援所と入力する。,,,,,,
CH01,Scene04,Scene04-D,203,sfx,,,,,,,SFX_DOOR_CLOSE,,
CH01,Scene04,Scene04-D,204,narration,,,指が止まる。,,,,,,
CH01,Scene04,Scene04-D,205,narration,,,次の音を待つように、息を潜める。,,,,,,
CH01,Scene04,Scene04-D,206,narration,,,何も続かない。,,,,,,
CH01,Scene04,Scene04-D,207,narration,,,それでも耳は、静かにならない。,,,,,,
CH01,Scene04,Scene04-D,208,narration,,,たけしは予定を保存する。,,,,,,
CH01,Scene04,Scene04-D,209,narration,,,明日も、あの席へ戻る。,,,,,,
CH01,Scene04,Scene04-D,210,narration,,,役に立てるうちは、そこにいていいはずだから。,,,,,,
CH01,Scene04,Scene04-D,211,direction,,,,,,,,,暗転
CH01,Scene04,Scene04-D,212,narration,,,音のない画面に、保存された明日の予定だけが残る。,,,,,,
CH01,Scene04,Scene04-D,213,chapter_end,,,第一章終了,,,,,,
